"CONCEPT_ID","CONCEPT_HISTORY_ID","CONCEPT_HISTORY_DATE","COMPONENT_ID","COMPONENT_HISTORY_ID","LOGICAL_TYPE","CODELIST_ID","CODELIST_HISTORY_ID","ID","CODE","DESCRIPTION","ATTRIBUTES","RN","CONCEPT_VERSION_ID","CONCEPT_NAME","CODYING_SYSTEM","PHENOTYPE_ID","PHENOTYPE_VERSION_ID","PHENOTYPE_NAME","PRIMARY"
2482,6364,"2022-01-17T14:00:14.475561Z",2804,3838,1,2804,3784,169309,"977901000006111",Emergency COPD admission since last appointment,"{'SNOMED CT Concept ID': '414087000', 'SNOMED CT Description ID': '2533539018', 'Read V2 Code': '66Ye.00', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': 'Y', 'BREATHE prevalent COPD': 'Y', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Cambridge COPD_COD (QOF v44)': '', 'LSHTM Data Compass 1601': 'Y', 'QOF v45 (2020-2021)': ''}",1,6364,Chronic obstructive pulmonary disease (COPD) Primary care -  3,"{'id': 9, 'name': 'SNOMED  CT codes', 'description': 'SNOMED CT codes'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2482,6364,"2022-01-17T14:00:14.475561Z",2804,3838,1,2804,3784,169312,"998281000006115",Multiple COPD emergency hospital admissions,"{'SNOMED CT Concept ID': '198901000000105', 'SNOMED CT Description ID': '300201000000114', 'Read V2 Code': '66Yi.00', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': 'Y', 'BREATHE prevalent COPD': 'Y', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Cambridge COPD_COD (QOF v44)': '', 'LSHTM Data Compass 1601': 'Y', 'QOF v45 (2020-2021)': ''}",1,6364,Chronic obstructive pulmonary disease (COPD) Primary care -  3,"{'id': 9, 'name': 'SNOMED  CT codes', 'description': 'SNOMED CT codes'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2484,6368,"2022-01-17T14:00:17.881910Z",2806,3840,1,2806,3786,169324,J44.1,"Chronic obstructive pulmonary disease with acute exacerbation, unspecified",{},1,6368,Chronic obstructive pulmonary disease (COPD) Secondary care - BREATHE recommended - 2,"{'id': 4, 'name': 'ICD10 codes', 'description': 'ICD10 Codes'}",PH798,2222,Chronic obstructive pulmonary disease (COPD) Secondary care,0
2485,6370,"2022-01-17T14:00:18.470729Z",2807,3841,1,2807,3787,169332,"491.20",Obstructive chronic bronchitis without exacerbation,"{'Gershon et al., 2009': '', 'Brandt et al., 2020': '', 'Chang et al., 2020': '', 'de Miguel-Diez et al., 2020': 'Y', 'Griffith et al., 2020': 'Y', 'Groot et al., 2020': '', 'Isgro et al., 2020': 'Y', 'Joo et al., 2020': '', 'Wu and Chen, 2020': '', 'Zuchelli et al., 2020': 'Y', 'Shen et al., 2021': 'Y'}",1,6370,Chronic obstructive pulmonary disease (COPD) Secondary care -  1,"{'id': 17, 'name': 'ICD9 codes', 'description': 'ICD9 codes'}",PH798,2222,Chronic obstructive pulmonary disease (COPD) Secondary care,0
2485,6370,"2022-01-17T14:00:18.470729Z",2807,3841,1,2807,3787,169333,"491.21",Obstructive chronic bronchitis with (acute) exacerbation,"{'Gershon et al., 2009': '', 'Brandt et al., 2020': '', 'Chang et al., 2020': '', 'de Miguel-Diez et al., 2020': 'Y', 'Griffith et al., 2020': 'Y', 'Groot et al., 2020': '', 'Isgro et al., 2020': 'Y', 'Joo et al., 2020': '', 'Wu and Chen, 2020': '', 'Zuchelli et al., 2020': 'Y', 'Shen et al., 2021': 'Y'}",1,6370,Chronic obstructive pulmonary disease (COPD) Secondary care -  1,"{'id': 17, 'name': 'ICD9 codes', 'description': 'ICD9 codes'}",PH798,2222,Chronic obstructive pulmonary disease (COPD) Secondary care,0
2485,6370,"2022-01-17T14:00:18.470729Z",2807,3841,1,2807,3787,169344,"493.22",Chronic obstructive asthma with (acute) exacerbation,"{'Gershon et al., 2009': '', 'Brandt et al., 2020': '', 'Chang et al., 2020': '', 'de Miguel-Diez et al., 2020': '', 'Griffith et al., 2020': '', 'Groot et al., 2020': '', 'Isgro et al., 2020': '', 'Joo et al., 2020': '', 'Wu and Chen, 2020': '', 'Zuchelli et al., 2020': '', 'Shen et al., 2021': 'Y'}",1,6370,Chronic obstructive pulmonary disease (COPD) Secondary care -  1,"{'id': 17, 'name': 'ICD9 codes', 'description': 'ICD9 codes'}",PH798,2222,Chronic obstructive pulmonary disease (COPD) Secondary care,0
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168917,"14OX.00",At risk of chronic obstructive pulmonary diseas exacerbation,"{'CPRD GOLD Med': '96931', 'BREATHE Chronic bronchitis': '', 'BREATHE Emphysema': '', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': '', 'BREATHE recommended': '', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': 'Y', 'Cambridge COP151 (QOF 2012)': 'Y', 'LSHTM Data Compass 340': 'Y', 'LSHTM Data Compass 859': 'Y', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': 'Y', 'LSHTM Data Compass 1682': 'Y', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': '', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': '', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168933,"66Yd.00",COPD accident and emergency attendance since last visit,"{'CPRD GOLD Med': '19106', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': 'Y', 'LSHTM Data Compass 859': 'Y', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': 'Y', 'LSHTM Data Compass 1682': 'Y', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': 'Y', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': 'Y', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': 'Y', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168934,"66Ye.00",Emergency COPD admission since last appointment,"{'CPRD GOLD Med': '19003', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': 'Y', 'LSHTM Data Compass 859': 'Y', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': 'Y', 'LSHTM Data Compass 1682': 'Y', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': 'Y', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': 'Y', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': 'Y', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168935,"66Yf.00",Number of COPD exacerbations in past year,"{'CPRD GOLD Med': '28743', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': '', 'LSHTM Data Compass 859': '', 'LSHTM Data Compass 1134': '', 'LSHTM Data Compass 1600': '', 'LSHTM Data Compass 1682': '', 'LSHTM Data Compass 2036': '', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': 'Y', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': 'Y', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': 'Y', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168936,"66Yi.00",Multiple COPD emergency hospital admissions,"{'CPRD GOLD Med': '46036', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': 'Y', 'LSHTM Data Compass 859': 'Y', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': 'Y', 'LSHTM Data Compass 1682': 'Y', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': 'Y', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': 'Y', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': 'Y', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168946,"8CeD.00",Preferred place of care for next exacerbation of COPD,"{'CPRD GOLD Med': '103558', 'BREATHE Chronic bronchitis': '', 'BREATHE Emphysema': '', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': '', 'BREATHE recommended': '', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': '', 'LSHTM Data Compass 859': '', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': '', 'LSHTM Data Compass 1682': '', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': '', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': '', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
2480,6360,"2022-01-17T14:00:10.339428Z",2802,3836,1,2802,3782,168947,"8H2R.00",Admit COPD emergency,"{'CPRD GOLD Med': '11019', 'BREATHE Chronic bronchitis': 'Y', 'BREATHE Emphysema': 'Y', 'BREATHE incident COPD': '', 'BREATHE prevalent COPD': '', 'BREATHE COPD exacerbations': 'Y', 'BREATHE recommended': 'Y', 'Validated, Quint et al., 2014': '', 'Cambridge COP087 (QOF 2012)': '', 'Cambridge COP151 (QOF 2012)': '', 'LSHTM Data Compass 340': 'Y', 'LSHTM Data Compass 859': 'Y', 'LSHTM Data Compass 1134': 'Y', 'LSHTM Data Compass 1600': 'Y', 'LSHTM Data Compass 1682': 'Y', 'LSHTM Data Compass 2036': 'Y', 'Manchester Clinical Codes 1 (QOF v24)': '', 'Manchester Clinical Codes 2 (QOF v5)': '', 'Manchester Clinical Codes 5 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 6 (Doran et al., 2011)': 'Y', 'Manchester Clinical Codes 6_QOF (Doran et al., 2011)': '', 'Manchester Clinical Codes 9 (Kontopantelis et al., 2014)': '', 'Manchester Clinical Codes 21 (Kontopantelis et al., 2015)': '', 'Manchester Clinical Codes 26 (Reilly et al., 2015)': '', 'Manchester Clinical Codes 43 (Kontopantelis et al., 2012)': 'Y', 'Manchester Clinical Codes 43_conservative (Kontopantelis et al., 2012)': '', 'Manchester Clinical Codes 43_QOF (Kontopantelis et al., 2012)': '', 'TargetCOPD_Emis (Jordan et al., 2016)': '', 'TargetCOPD_SystemOne (Jordan et al., 2016)': '', 'QOF v36 (2016-2017)': '', 'Chen et al., 2020': 'Y', 'Cole et al., 2020': '', 'Kerkhof et al., 2020': '', 'Patel et al., 2020': 'Y', 'Rockenschaub et al., 2020': ''}",1,6360,Chronic obstructive pulmonary disease (COPD) Primary care -  1,"{'id': 5, 'name': 'Read codes v2', 'description': 'Read codes v2'}",PH797,2221,Chronic obstructive pulmonary disease (COPD) Primary care,1
