"READ_CODE","DESCRIPTION","VERSION"
YMBNE,"[X]Suffocat cave in unsp plce ... [X]Thret breath due cave-in fall erth+oth sub unspecif place ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at unspecified place","3"
YaQl5,Abil perform breath functions ... Ability to perform breathing functions ... ,"3"
YM03y,O/E - breathing description ...  ... ,"3"
YM04T,O/E - breathing depth ...  ... ,"3"
YMDgL,Breathing control ...  ... ,"3"
YMDgO,Relaxed breathing ...  ... ,"3"
Y7DvG,Depth of breathing uneven ...  ... ,"3"
Y7DvS,No cough ...  ... ,"3"
Y7DvV,Productive cough ...  ... ,"3"
Y7DvW,Producing sputum ...  ... ,"3"
Y7DvX,Productive cough NOS ...  ... ,"3"
Y7Dvc,Night cough absent ...  ... ,"3"
Y7Dvg,TOF - Trach oesoph fist cough ... TOF - Tracheal oesophageal fistula cough ... ,"3"
Y7Dvh,Sputum observation ...  ... ,"3"
Y7Dvn,Ease of raising sputum ...  ... ,"3"
Y7Dvq,Sputum abnormal - amount ...  ... ,"3"
Y7Dvs,Profuse sputum ...  ... ,"3"
Y7Dvu,Scanty sputum ...  ... ,"3"
Y7Dvv,No sputum ...  ... ,"3"
Y7Dvw,Consistency of sputum ...  ... ,"3"
Y7Dvy,Bloodstained sputum ...  ... ,"3"
YE0f3,(Cough (& [symptom])) or (sp++ ... (Cough (& [symptom])) or (sputum - symptom) ... ,"3"
YE0f4,(Coughing up phlegm) or (pro++ ... (Coughing up phlegm) or (productive cough NOS) ... ,"3"
YM1gs,Nocturnal cough / wheeze ...  ... ,"3"
YM1ir,C/O - cough ...  ... ,"3"
YE0Tc,(Simple chron bronchitis)/(s++ ... (Simple chron bronchitis)/(smok cough)/(sen tracheobronchit) ... (Simple chronic bronchitis) or (smoker's cough) or (senile tracheobronchitis),"3"
YMIlx,[X]Psychogenic cough ...  ... ,"3"
YMBNx,[X]Oth spec threat to breathng ... [X]Other specified threats to breathing ... ,"3"
YMBNz,"[X]OS threat to breath res ins ... [X]Oth specif threats to breathng occurrn resident instit'n ... [X]Other specified threats to breathing, occurrence in residential institution","3"
YMBO5,"[X]OS threat to breathing farm ... [X]Other specified threats to breathing, occurrence on farm ... ","3"
YaZvQ,Able to cough voluntarily ...  ... ,"3"
y0F1f,Vantage Expect+Decongest syrup ... Vantage Expectorant and Decongestant Cough syrup ... ,"3"
YaSRx,Morphinian cough supp adv reac ... Morphinian cough suppressant adverse reaction ... ,"3"
y0FnU,Adult Meltus Dry Coughs+Conges ... Adult Meltus Dry Coughs with Congestion ... ,"3"
y0FnV,Junior Meltus Dry Cough+Conges ... Junior Meltus Dry Coughs with Congestion ... ,"3"
YaVPo,Unable to clear sputum ...  ... ,"3"
YaVPt,Does cough up sputum ...  ... ,"3"
YaQrH,Does control breathing ...  ... ,"3"
YaQrL,Difficulty control breathing ... Difficulty controlling breathing ... ,"3"
"74591",Induced sputum ...  ... ,"2"
"23B4.",O/E - amphoric breathing ...  ... ,"2"
YMGGp,Sputum loose ...  ... ,"3"
YaXW1,Sputum - not infected ...  ... ,"3"
YaoGK,Reflux cough ...  ... ,"3"
Y7DxB,Amphoric breathing ...  ... ,"3"
Y7DxD,Cavernous breathing ...  ... ,"3"
Ya4YJ,Breathing system disconect mon ... Breathing system disconnection monitoring ... ,"3"
Yalgm,Borg Breathlessness: 0 none ... Borg Breathlessness Score: 0 none at all ... ,"3"
Yalh1,Borg Brthlss : 4 somewhat svre ... Borg Breathlessness Score: 4 somewhat severe ... ,"3"
H3101,Smokers' cough ...  ... ,"2"
ch2j.,*EXPULIN cough linctus ...  ... ,"2"
ch3o.,TIXYLIX COUGH & COLD linctus ...  ... ,"2"
ch3r.,ROBITUSSIN COUGH+CONGEST liq ... ROBITUSSIN CHESTY COUGH WITH CONGESTION liquid ... ,"2"
ch3v.,*VANTAGE EXPECT+DECONGEST syrp ... VANTAGE EXPECTORANT AND DECONGESTANT COUGH syrup ... ,"2"
ch3y.,VANTAGE CHESTY COUGH linctus ... VANTAGE PHARMACY CHESTY COUGH linctus ... ,"2"
R060A,[D]Dyspnoea ...  ... ,"2"
cg25.,BENYLIN DRY COUGH (N/D) syrup ... BENYLIN DRY COUGHS (NON DROWSY) syrup ... ,"2"
"4E26.",Sputum: fetid/offensive ...  ... ,"2"
"4E29.",Green sputum ...  ... ,"2"
"4E2C.",Brown sputum ...  ... ,"2"
"4E2F.",Grey sputum ...  ... ,"2"
"4E31.",Sputum microscopy: NAD ...  ... ,"2"
"4EZ..",Sputum examination NOS ...  ... ,"2"
YaSqU,Comp cough suppressant allergy ... Compound cough suppressant allergy ... ,"3"
Y79U1,Whooping cough vaccination ...  ... ,"3"
Ya0zl,Breathing easily ...  ... ,"3"
YaYS6,Chronic cough ...  ... ,"3"
YauZb,[X]Primary cough headache ...  ... ,"3"
y0Eqm,Insight TH100 trach tube hold ... Insight TH100 adult tracheo tube hold+latex free cough strip ... Insight TH100 adult two-piece adjustable tracheostomy tube holder with latex free cough strip,"3"
YM10S,[D]Shortness of breath ...  ... ,"3"
YM10g,[D]Sputum abnormal - amount ...  ... ,"3"
YM10i,[D]Sputum abnormal - odour ...  ... ,"3"
E2611,Psychogenic cough ...  ... ,"2"
"38Gb.","DOSE index ... Dyspnoea,obstruction, smoking, exacerbation frequency index ... Dyspnoea, airflow obstruction, smoking status, exacerbation frequency index","2"
R0640,[D]Sputum abnormal - amount ...  ... ,"2"
U1421,"[X]Suffocat cave in resid inst ... [X]Threat breath due cave-in fall earth+oth subs resid inst ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence in residential institution","2"
U1423,"[X]Suffocat cave in sport area ... [X]Thret breath due cave-in fall erth+oth sub sprt/athl area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at sports and athletics area","2"
U142y,"[X]Suffocat cave in OS place ... [X]Thret breth due cave-in fall erth+oth sub oth specif plce ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at other specified place","2"
U14yz,"[X]OS threat breath unsp place ... [X]Oth specif threat to breathing occurrn at unspecif place ... [X]Other specified threats to breathing, occurrence at unspecified place","2"
U14z4,"[X]Unsp threat breathing hway ... [X]Unspecif threat to breathing occurrnce on street/highway ... [X]Unspecified threat to breathing, occurrence on street and highway","2"
U14z6,"[X]Unsp threat breath indus ar ... [X]Unspecif threat to breathing occ at industr/constr area ... [X]Unspecified threat to breathing, occurrence at industrial and construction area","2"
"1714.",Productive cough -green sputum ...  ... ,"2"
"171H.",Difficulty coughing up sputum ... Difficulty in coughing up sputum ... ,"2"
"173..",Breathlessness ...  ... ,"2"
"1732.",Breathless - moderate exertion ...  ... ,"2"
"173D.",Nocturnal dyspnoea ...  ... ,"2"
"173f.",Anxiety about breathlessness ...  ... ,"2"
"173K.",MRC Breathless Scale: grade 4 ... MRC Breathlessness Scale: grade 4 ... ,"2"
"173M.",Borg Breathlessness: 0 none ... Borg Breathlessness Score: 0 none at all ... ,"2"
"173W.",Borg Breathless: 7 very severe ... Borg Breathlessness Score: 7 very severe ... ,"2"
A1240,"TB lung conf sput micr +/- cul ... TB lung confirm sputum microscopy with or without culture ... Tuberculosis of lung, confirmed by sputum microscopy with or without culture","2"
A33z.,Whooping cough NOS ...  ... ,"2"
YM1lM,Breathless - lying flat ...  ... ,"3"
YMDg0,Deep breathing exercises ...  ... ,"3"
YMDgM,BC-Breathing control technique ... BC - Breathing control technique ... ,"3"
YMDgd,Intermitt pos pres breath ther ... Intermittent positive pressure breathing therapy ... ,"3"
YMDgl,Breathing awareness-childbirth ... Breathing awareness for childbirth ... ,"3"
YaeaI,Nose breathing ...  ... ,"3"
y0F1Y,Vantage Dry Cough Syr 5mg/5mL ... Vantage Dry Cough Syrup 5mg/5mL syrup ... ,"3"
Ya1Xw,Sputum retention ...  ... ,"3"
YaZvS,Difficult coughing voluntarily ... Difficulty coughing voluntarily ... ,"3"
y0GpP,Vantage Pharmacy Chesty Cough ...  ... ,"3"
Y21LJ,Malocclusion-mouth breathing ... Malocclusion due to mouth breathing ... ,"3"
Y7FlG,Breathing rate ...  ... ,"3"
YMBN4,"[X]Suffocat from earth cave in ... [X]Threat to breathng due cave-in fallng earth + oth substn ... [X]Threat to breathing due to cave-in, falling earth and other substances","3"
YMBN6,"[X]Suffocat cave in resid inst ... [X]Threat breath due cave-in fall earth+oth subs resid inst ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence in residential institution","3"
YMBN8,"[X]Suffocat cave in sport area ... [X]Thret breath due cave-in fall erth+oth sub sprt/athl area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at sports and athletics area","3"
YMHe1,Abnormal sputum ...  ... ,"3"
Y7FN5,Sputum microscopy: NAD ...  ... ,"3"
Y7FN6,Sputum examination: abnormal ...  ... ,"3"
YML8Y,Sputum abnormal amount     [D] ...  ... ,"3"
YML8b,Sputum abnormal NOS        [D] ...  ... ,"3"
Y7Gm1,EEG-overbreath+photic stimulat ... EEG with overbreathing and photic stimulation ... ,"3"
YE0O4,(Whooping cough) or (Bordete++ ... (Whooping cough) or (Bordetella) ... ,"3"
Y7GXy,Sputum examination ...  ... ,"3"
Y7GY2,Sputum examination - general ...  ... ,"3"
Y7GY6,Sputum examination NOS ...  ... ,"3"
Y101C,Whooping cough ...  ... ,"3"
Y101V,Pneumonia with whooping cough ...  ... ,"3"
YaVPn,Difficulty to clear sputum ...  ... ,"3"
YaVPs,Difficulty coughing up sputum ... Difficulty in coughing up sputum ... ,"3"
YaVQq,Normal depth of breathing ...  ... ,"3"
YaVQr,Obs of sound of breathing ... Observation of sound of breathing ... ,"3"
YaVR6,Blood streaked sputum ...  ... ,"3"
YaVRC,Rusty sputum ...  ... ,"3"
YaVRF,Putrid sputum ...  ... ,"3"
YMKUb,O/E-stertorous breathing ...  ... ,"3"
YMKUc,O/E-abdominal breathing ...  ... ,"3"
Y79WY,Notification of whooping cough ...  ... ,"3"
Ya0zm,Breathing freely ...  ... ,"3"
YaYS7,Morning cough ...  ... ,"3"
Y7Du9,Acidotic overbreathing ...  ... ,"3"
Y7Duq,Interrupted breathing ...  ... ,"3"
Y7Dv9,Shallow breathing ...  ... ,"3"
Y7Dvx,Appearance of sputum ...  ... ,"3"
Y7DwG,Sputum abnormal - colour ...  ... ,"3"
YE0f5,Blood in sputum - haemoptysi++ ... Blood in sputum - haemoptysis [& symptom] ... ,"3"
YM1i3,Smokers' cough ...  ... ,"3"
y041Q,Compound cough suppressant ...  ... ,"3"
Y7FPr,Sputum: eosinophilia ...  ... ,"3"
Y7FPs,Eosinophils: sputum ...  ... ,"3"
Y7FRH,Sputum: tubercle on Z-N stain ...  ... ,"3"
y0GNK,Cough Nurse Nght Time oral liq ... Cough Nurse Night Time oral liquid ... ,"3"
YM040,O/E - dyspnoea ...  ... ,"3"
YMHSe,Blood in sputum O/E ...  ... ,"3"
YMHSf,Pus in sputum O/E ...  ... ,"3"
YM053,O/E - amphoric breathing ...  ... ,"3"
YM054,O/E - cavernous breathing ...  ... ,"3"
y01w5,Benylin childrens cough linct ... Benylin childrens cough linctus ... ,"3"
YMLJs,Asbestos bodies: sputum ...  ... ,"3"
Ya1oB,Thick sputum ...  ... ,"3"
Ya1oF,Yellow sputum ...  ... ,"3"
Y7G3u,Excess overbreathing response ... Excessive overbreathing response ... ,"3"
YE20S,Pus in sputum: [cells presen++ ... Pus in sputum: [cells present] or [O/E] ... ,"3"
YMJeL,Whooping cough pneumon. ...  ... ,"3"
y0FiH,Benylin Dry Coughs (N/D) syrup ... Benylin Dry Coughs (Non Drowsy) syrup ... ,"3"
y0FiJ,Benylin Childrens Dry Coughs ... Benylin Children's Dry Coughs 2mg/5mL s/f oral solution ... ,"3"
Y7GDw,Breathlessness rating ...  ... ,"3"
YaRhC,Breathing circuit component ...  ... ,"3"
YawW0,Breathlessness csg diff eating ... Breathlessness causing difficulty eating ... ,"3"
Y71OV,Whooping cough - other sp.org. ... Whooping cough - other specified organism ... ,"3"
Y71OW,Other whooping cough NOS ...  ... ,"3"
Yavo7,Dark green sputum ...  ... ,"3"
YM2x1,Breathing circuit ...  ... ,"3"
YM2x3,Breathing circuit exp limb ... Breathing circuit expiratory limb ... ,"3"
YaQrC,Able to control breathing ...  ... ,"3"
YaQrI,Controls breathing ...  ... ,"3"
YaQra,Does not cough ...  ... ,"3"
Y7Dss,No breathlessness ...  ... ,"3"
Y7Dsw,Nocturnal dyspnoea ...  ... ,"3"
Y7Dt1,Breathless - mild exertion ...  ... ,"3"
Y7Dti,Method of breathing ...  ... ,"3"
Y7Dtm,Abdominal breathing ...  ... ,"3"
YM04I,O/E - thoracic breathing ...  ... ,"3"
Ya0Vk,H/O: whooping cough ...  ... ,"3"
Ya4qa,Persistent cough ...  ... ,"3"
YaTc8,Magill breathing circuit ...  ... ,"3"
YaTcB,Coaxial Lack breathing circuit ...  ... ,"3"
YMBO0,"[X]OS threat to breath pub ins ... [X]Oth specif threat to breath occ sch oth inst/pub adm area ... [X]Other specified threats to breathing, occurrence at school, other institution and public administrative area","3"
YE1Wv,Sputum: [microsc NOS][eviden++ ... Sputum: [microsc NOS][evidence of infectn][appears infected] ... Sputum: [microscopy NOS] or [evidence of infection] or [appears infected],"3"
YakmD,CLASP SOB score ... CLASP shortness of breath score ... Cardiovascular Limitations and Symptoms Profile shortness of breath score,"3"
Y7DwI,Sputum abnormal - odour ...  ... ,"3"
Y7Dx9,Tubular breathing ...  ... ,"3"
Y75Qy,Intermit pos press breathing ... Intermittent positive pressure breathing ... ,"3"
Ya0Q5,[V]Breathing exercises ...  ... ,"3"
YMKsV,Smoker's cough ...  ... ,"3"
YaR00,BR - Breathing rate ...  ... ,"3"
YMBOG,"[X]Unspec threat breathng farm ... [X]Unspecified threat to breathing, occurrence on farm ... ","3"
YMBOH,"[X]Unsp threat breath OS place ... [X]Unspecif threat to breathing occurrence oth specif place ... [X]Unspecified threat to breathing, occurrence at other specified place","3"
YM3an,Breathing in and out ...  ... ,"3"
YakxB,MRC Breathless Scale: grade 3 ... MRC Breathlessness Scale: grade 3 ... ,"3"
Y7Ldq,Overbreathing ...  ... ,"3"
Yakqz,SOB dressing/undressing ... Short of breath dressing/undressing ... ,"3"
YazLC,"FeverPAIN Clinical Score ... FeverPAIN (Fever, PAIN) Clinical Score ... FeverPAIN (Fever in last 24 hours, Purulence, Attend rapidly under 3 days, Inflamed tonsils, No cough and/or coryza) Clinical Score","3"
YazLs,Suspected whooping cough ...  ... ,"3"
Yalgn,Borg Breathlessness: 0 none ...  ... ,"3"
Yalgu,Borg Breathless: 1 v slight ... Borg Breathlessness Score: 1 very slight ... ,"3"
Yalh7,Borg Breathlessness : 5 severe ... Borg Breathlessness Score: 5 severe ... ,"3"
Yalh8,Borg Breathlessness : 5 severe ...  ... ,"3"
YalhB,Borg Breathless: 6 severe (+) ... Borg Breathlessness Score: 6 severe (+) ... ,"3"
YalhN,Borg Breathless: 8 v severe(+) ... Borg Breathlessness Score: 8 very severe (+) ... ,"3"
YaTfP,Increasing frequency of cough ...  ... ,"3"
YMKUj,O/E-bronchial breathing ...  ... ,"3"
YMG1y,Mucopurulent sputum ...  ... ,"3"
YMG20,Unable to cough up sputum ...  ... ,"3"
Yakzl,MRC Breathless Scale: grade 5 ...  ... ,"3"
y0FfW,Benylin Child Nght Cough syrup ... Benylin Childrens Night Coughs syrup ... ,"3"
YM10U,[D]Dyspnoea ...  ... ,"3"
YM10j,[D]Abnormal sputum NOS ...  ... ,"3"
YM9h3,Sputum appears infected ...  ... ,"3"
Yavc8,"DOSE index ... Dyspnoea,obstruction, smoking, exacerbation frequency index ... Dyspnoea, airflow obstruction, smoking status, exacerbation frequency index","3"
YawVM,Anxiety about breathlessness ...  ... ,"3"
pB...,TRACHEOSTOMY BREATHING AIDS ...  ... ,"2"
pF16.,INSIGHT TH150 trach tube hold ... INSIGHT TH150 child tracheo tube hold+latex free cough strip ... INSIGHT TH150 child two-piece adjustable tracheostomy tube holder with latex free cough strip,"2"
"4E11.",Sputum sent for examination ...  ... ,"2"
"4E13.",Sputum examination: abnormal ...  ... ,"2"
"4E290",Dark green sputum ...  ... ,"2"
"4E2E.",Volume of sputum ...  ... ,"2"
"4E2E1",Moderate sputum ...  ... ,"2"
"4E2E3",Scanty sputum ...  ... ,"2"
"4E3..",Sputum microscopy ...  ... ,"2"
"4E32.",Sputum: eosinophilia ...  ... ,"2"
"4E34.",Sputum: asbestos bodies ...  ... ,"2"
"4E35.",Sputum: blood cells present ...  ... ,"2"
"4KC..",Sputum cytology ...  ... ,"2"
"4KC0.",Sputum cytology positive ...  ... ,"2"
ZV74B,[V]Whooping cough screening ... [V]Screening for whooping cough ... ,"2"
U14..,[X]Oth accid threat breathing ... [X]Other accidental threats to breathing ... ,"2"
R060D,[D]Breathlessness ...  ... ,"2"
Ayu3A,"[X]Whooping cough,unspecified ... [X]Whooping cough, unspecified ... ","2"
"41D4.",Sputum sample obtained ...  ... ,"2"
"1718.",Night cough absent ...  ... ,"2"
"171A.",Chronic cough ...  ... ,"2"
"171B.",Persistent cough ...  ... ,"2"
"171E.",Unexplained cough ...  ... ,"2"
"171J.",Reflux cough ...  ... ,"2"
"171K.",Barking cough ...  ... ,"2"
"1731.",No breathlessness ...  ... ,"2"
"1739.",Shortness of breath ...  ... ,"2"
"173B.",Nocturnal cough / wheeze ...  ... ,"2"
"173g.",Breathlessness csg diff eating ... Breathlessness causing difficulty eating ... ,"2"
"173H.",MRC Breathless Scale: grade 1 ... MRC Breathlessness Scale: grade 1 ... ,"2"
"173P.",Borg Breathless: 1 v slight ... Borg Breathlessness Score: 1 very slight ... ,"2"
"173R.",Borg Breathless: 3 moderate ... Borg Breathlessness Score: 3 moderate ... ,"2"
"173S.",Borg Brthlss : 4 somewhat svre ... Borg Breathlessness Score: 4 somewhat severe ... ,"2"
"173Y.","Borg Breathless: 9 v v severe ... Borg Breathlessness Score: 9 very, very sev (almost maximal) ... Borg Breathlessness Score: 9 very, very severe (almost maximal)","2"
A33yz,Whooping cough other NOS ... Other whooping cough NOS ... ,"2"
ch23.,BENYLIN chesty cough linctus ...  ... ,"2"
ch24.,*BENYLIN childrens cough linct ... BENYLIN childrens cough paediatric linctus ... ,"2"
ch2o.,BENYLIN CHILD NGHT COUGH syrup ... BENYLIN CHILDRENS NIGHT COUGHS syrup ... ,"2"
ch2r.,BENYLIN CHILDRENS COUGHS&COLDS ... BENYLIN CHILDRENS COUGHS & COLDS sugar free oral solution ... ,"2"
ch2s.,BENYLIN COUGH & CONGESTION syr ... BENYLIN COUGH & CONGESTION syrup ... ,"2"
ch3p.,PARANORM cough syrup ...  ... ,"2"
ch3s.,ROBITUSSIN DRY COUGH MED liq ... ROBITUSSIN DRY COUGH MEDICINE liquid ... ,"2"
"234Z.",O/E - breathing method NOS ...  ... ,"2"
"23B3.",O/E - tubular breathing ...  ... ,"2"
"232C.",Noisy breathing ...  ... ,"2"
R064.,[D]Abnormal sputum ...  ... ,"2"
U1425,"[X]Suffocat cave in trade area ... [X]Thret breath due cave-in fall erth+oth sub trad/serv area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at trade and service area","2"
U1426,"[X]Suffocat cave in indus area ... [X]Thret breth due cave-in fall erth+oth sub ind/constr area ... [X]Threat to breathing due to cave-in, falling earth and other substances, occurrence at industrial and construction area","2"
U14z.,[X]Unspecif threat to breathng ... [X]Unspecified threat to breathing ... ,"2"
U14z5,"[X]Unsp threat breath trade ar ... [X]Unspecif threat to breathng occurrn at trade/servce area ... [X]Unspecified threat to breathing, occurrence at trade and service area","2"
"8E92.",Actve cycle-breathing technque ... Active cycle of breathing technique ... ,"2"
"8E930",Buteyko breathing exercises ...  ... ,"2"
ch2..,PROPRIETARY COUGH COMPS. A-L ... PROPRIETARY COUGH COMPOUND PREPARATIONS A-L ... ,"2"
cg22.,*VANTAGE DRY COUGH SYR 5mg/5mL ... VANTAGE DRY COUGH SYRUP 5mg/5mL syrup ... ,"2"
cg7C.,BENYLIN CHILDRENS DRY COUGHS ... BENYLIN CHILDRENS DRY COUGHS 2mg/5mL s/f oral solution ... BENYLIN CHILDRENS DRY COUGHS 2mg/5mL sugar free oral solution,"2"
H243.,Pneumonia + whooping cough ... Pneumonia with whooping cough ... ,"2"
YaTc9,Bain breathing circuit ...  ... ,"3"
YaTcF,Humphrey ADE breathing circuit ...  ... ,"3"
YMBO2,"[X]OS threat to breathing hway ... [X]Oth specif threat to breathing occurrn on street/highway ... [X]Other specified threats to breathing, occurrence on street and highway","3"
YMBO3,"[X]OS threat breath trade ar ... [X]Oth specif threat to breathng occurrn at trade/serv area ... [X]Other specified threats to breathing, occurrence at trade and service area","3"
YaSRu,Cough/decongest prep adv reac ... Cough/decongestant preparation adverse reaction ... ,"3"
y0FeU,Robituss Pastill for Dry Cough ... Robitussin Soft Pastilles for Dry Cough 7.5mg pastille ... ,"3"
YauPf,CRQ dyspnoea subscale ... Chronic respiratory disease questionnaire dyspnoea subscale ... ,"3"
Yau1A,"BODE index ... Body mass airflow obstruct dyspnoea exercise capacity index ... Body mass, airflow obstruction, dyspnoea and exercise capacity index","3"
YB05Z,Breathing aggravates symptom ...  ... ,"3"
YaVPf,Observation of cough ...  ... ,"3"
YaVPq,Does not clear sputum ...  ... ,"3"
YaVPr,Ability to cough up sputum ...  ... ,"3"
YaVPu,Does not cough up sputum ...  ... ,"3"
YaVQy,Breathing problem ...  ... ,"3"
YaVR4,Blood in sputum ...  ... ,"3"
YaVR7,Frank blood in sputum ...  ... ,"3"
YaVR8,Mucoid sputum ...  ... ,"3"
YaVRD,Observation of odour of sputum ...  ... ,"3"
YaVRG,Fetid sputum ...  ... ,"3"
y0Crv,Paranorm cough syrup ...  ... ,"3"
y0DsK,EMS T550 tracheo tube holder ... EMS T550 tracheostomy tapeless tube hold+elastic cough strip ... EMS T550 tracheostomy tapeless adjustable tube holder with elasticated cough strip,"3"
y0AKz,Expulin dry cough s/f linctus ...  ... ,"3"
y0FiK,Benylin Children's Dry Coughs ...  ... ,"3"
y0FiN,Benylin Cough&Congestion syrup ... Benylin Cough & Congestion syrup ... ,"3"
y0FiO,Benylin Cough & Congestion ...  ... ,"3"
Y7FN8,Sputum: mucopurulent ...  ... ,"3"
Y7FPp,Sputum: blood cells present ...  ... ,"3"
Y7FPq,Sputum: pus cells present ...  ... ,"3"
y0Dxp,Multi-Act Actifed dry cgh linc ... Multi-Action Actifed dry coughs linctus ... ,"3"
y041O,Morphinan cough suppressant ...  ... ,"3"
YM2x4,Breathing system exp limb ... Breathing system expiratory limb ... ,"3"
YaQr2,Ability to control breathing ...  ... ,"3"
YMDgG,Sputum induction technique ...  ... ,"3"
YMDgH,Sputum clearance ...  ... ,"3"
YMDgI,Expectoration technique ...  ... ,"3"
y0FnM,Junior Meltus Dry Coughs+Conge ... Junior Meltus Dry Coughs with Congestion oral liquid ... ,"3"
YE0f6,(Symptom: [SOB]/[breathless]++ ... (Symptom: [SOB]/[breathless]/[dyspnoea]) or (breathlessness) ... (Symptom: [SOB] or [breathlessness] or [dyspnoea]) or (breathlessness),"3"
YE0f7,(Breathless - lying flat) or++ ... (Breathless - lying flat) or (orthopnoea symptom) ... ,"3"
YM04H,O/E - abdominal breathing ...  ... ,"3"
YM04J,O/E - mouth breathing ...  ... ,"3"
YaonO,Induced sputum ...  ... ,"3"
YaVCj,Allergic cough ...  ... ,"3"
YMKTa,Nocturnal cough cough /wheeze ...  ... ,"3"
YMKUk,O/E -amphoric breathing ...  ... ,"3"
YMHIi,[D]Sputum - abnormal smell ...  ... ,"3"
Yaec0,Sputum sample obtained ...  ... ,"3"
YabRe,O/E - sputum ...  ... ,"3"
YMBO9,"[X]Unspec threat breathng home ... [X]Unspecified threat to breathing, occurrence at home ... ","3"
